validacc,validauc,_timestamp,best_epoch,model_save_path,_step,_wandb,_runtime,fold,seed,dropout,emb_size,emb_type,save_dir,model_name,dataset_name,learning_rate,name,path_id,state,create_time
0.960540447812402,0.9906418875764856,1686116708.1550086,12.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.5_64_0.001_1_1_35d6d7d0-6410-4e95-a241-5855a9e91392/qid_model.ckpt,0.0,{'runtime': 178},179.40172147750854,4,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,gentle-sweep-38,afmu0icm,finished,1686116708.1550086
0.9605106135417756,0.991074823208268,1686116511.861057,15.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.5_64_0.001_1_1_eec3b68c-3400-4b77-a383-c85bb44bf552/qid_model.ckpt,0.0,{'runtime': 204},205.4692649841309,4,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,ruby-sweep-37,nezni0l9,finished,1686116511.861057
0.9558117159180752,0.987927604138554,1686116244.2863736,104.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.3_256_1e-05_1_1_6993215b-9557-4884-ac92-b9858d286949/qid_model.ckpt,0.0,{'runtime': 5800},5801.056613683701,4,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,fine-sweep-36,yphihk7f,finished,1686116244.2863736
0.95524113549234,0.9877103478996349,1686110379.9861686,102.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.3_256_1e-05_1_1_f23c4ce6-4d30-4a9b-859e-21be5ec5df75/qid_model.ckpt,0.0,{'runtime': 5724},5725.235630512238,4,42,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,stellar-sweep-35,rvx6bgna,finished,1686110379.9861686
0.9608126855318704,0.991049685100666,1686104636.8778377,23.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.3_256_0.0001_1_1_cc24e5a6-8f5d-45e5-a86e-2f7a4f5566cf/qid_model.ckpt,0.0,{'runtime': 1646},1646.807556629181,4,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,chocolate-sweep-34,gh00mru6,finished,1686104636.8778377
0.960059370198547,0.9906848514833784,1686102951.8675122,20.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.3_256_0.0001_1_1_721343ae-686b-4f3d-a1ca-6be7e1fcbe3a/qid_model.ckpt,0.0,{'runtime': 1513},1513.5756812095642,4,42,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,lunar-sweep-33,agsasqe9,finished,1686102951.8675122
0.962942106597849,0.9920665743335344,1686101420.473663,11.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.3_256_0.001_1_1_8d23d3b6-5a70-4eff-aed8-11040a277322/qid_model.ckpt,0.0,{'runtime': 1061},1062.4704673290253,4,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,dulcet-sweep-32,a3sdwcmc,finished,1686101420.473663
0.962740725271119,0.9920495012395858,1686100341.371487,9.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.3_256_0.001_1_1_b48c1fe9-6f60-4611-8695-965c632cd3b9/qid_model.ckpt,0.0,{'runtime': 958},958.7466888427734,4,42,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,effortless-sweep-31,k3zvebxf,finished,1686100341.371487
0.8605919119292331,0.9130189430421318,1686099369.1226797,48.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.3_64_1e-05_1_1_dc5b562e-fe65-4e24-b939-6fd49aec24f0/qid_model.ckpt,0.0,{'runtime': 462},462.7153146266937,4,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,deep-sweep-30,5pv6u0w2,finished,1686099369.1226797
0.8605434312394648,0.918124764785068,1686098874.710362,49.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.3_64_1e-05_1_1_10e2df10-8169-4dc1-a243-87622dc6e408/qid_model.ckpt,0.0,{'runtime': 486},487.13475584983826,4,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,usual-sweep-29,29358q9b,finished,1686098874.710362
0.9586758058982352,0.989359325404122,1686098363.9789855,70.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.3_64_0.0001_1_1_93bd0df0-6663-4377-a5bc-a627adbffd61/qid_model.ckpt,0.0,{'runtime': 643},643.7729456424713,4,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,swift-sweep-28,u18y8zkz,finished,1686098363.9789855
0.9575831257365336,0.9896414612038889,1686097707.7542164,72.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.3_64_0.0001_1_1_9afca0d1-98a0-4326-8d83-006d3cac97fb/qid_model.ckpt,0.0,{'runtime': 660},660.8337123394012,4,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,polar-sweep-27,fpj566kd,finished,1686097707.7542164
0.9609954204394588,0.990915654941852,1686097032.9910457,13.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.3_64_0.001_1_1_7929b38b-ff23-49e5-a074-944b359447af/qid_model.ckpt,0.0,{'runtime': 186},187.09776854515076,4,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,super-sweep-26,u1ffv2vd,finished,1686097032.9910457
0.9607157241523336,0.99119211306619,1686096828.1339571,15.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.3_64_0.001_1_1_7078450f-12bd-438c-ac5d-b0ac41ba715f/qid_model.ckpt,0.0,{'runtime': 203},204.4418661594391,4,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,vivid-sweep-25,tjr8jkzi,finished,1686096828.1339571
0.9559832629741783,0.988005638702844,1686096563.176797,104.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_256_1e-05_1_1_2fbae372-63c1-48ed-a2f0-ffb1546d9994/qid_model.ckpt,0.0,{'runtime': 5797},5797.7336637973785,4,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,rural-sweep-24,vu3jbmpr,finished,1686096563.176797
0.9554499753867268,0.9877838285586944,1686090704.6085234,102.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_256_1e-05_1_1_0371f572-b4d5-4a88-860b-bcf60edfa2eb/qid_model.ckpt,0.0,{'runtime': 5705},5706.287154436111,4,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,worldly-sweep-23,7y5s431n,finished,1686090704.6085234
0.9608835419246088,0.99108023290128,1686084966.313428,23.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_256_0.0001_1_1_c78a06e3-9162-41ae-9bbc-58bc7f86c154/qid_model.ckpt,0.0,{'runtime': 1673},1674.292639017105,4,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,legendary-sweep-22,a824heyx,finished,1686084966.313428
0.9604136521622388,0.9908471939546334,1686083273.9160824,21.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_256_0.0001_1_1_ac868c7e-6754-4350-8f2b-eb2245c746df/qid_model.ckpt,0.0,{'runtime': 1570},1571.2287423610687,4,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,dulcet-sweep-21,lhthmvas,finished,1686083273.9160824
0.9630502558288706,0.9920713142500894,1686081685.7369072,10.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_256_0.001_1_1_4e13a3c2-9304-42b6-9c11-45e75fa6f857/qid_model.ckpt,0.0,{'runtime': 1005},1005.9479813575743,4,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,azure-sweep-20,xlo21jtk,finished,1686081685.7369072
0.9628824380565956,0.9920677792766648,1686080653.289042,9.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_256_0.001_1_1_5fe62763-be48-4b0f-a3d4-344d218ac367/qid_model.ckpt,0.0,{'runtime': 968},969.11399102211,4,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,winter-sweep-19,qb0rkyqh,finished,1686080653.289042
0.8618449512955532,0.9122361722681044,1686079668.1468573,46.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_64_1e-05_1_1_7c0feb64-de80-4806-8d54-8c53a6a693da/qid_model.ckpt,0.0,{'runtime': 462},462.6298353672027,4,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,jumping-sweep-18,h8bnmgjw,finished,1686079668.1468573
0.8603979891701597,0.9175330523846378,1686079187.6964426,49.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_64_1e-05_1_1_96360da8-77ec-4eba-a511-72f4123f8cbb/qid_model.ckpt,0.0,{'runtime': 490},490.5250196456909,4,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,legendary-sweep-17,ovh6ck0o,finished,1686079187.6964426
0.958895833644107,0.9892323044122288,1686078683.037489,67.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_64_0.0001_1_1_643db651-f31b-4837-83fe-5a25ea913e6b/qid_model.ckpt,0.0,{'runtime': 641},641.7494819164276,4,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,volcanic-sweep-16,41cofe9y,finished,1686078683.037489
0.9574003908289452,0.98947689258294,1686078025.7947807,69.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_64_0.0001_1_1_42c14f37-6193-4fda-be12-8e488850942d/qid_model.ckpt,0.0,{'runtime': 644},645.0220346450806,4,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,elated-sweep-15,6rsrw04a,finished,1686078025.7947807
0.9609916911556304,0.9909543864825068,1686077365.0854297,13.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_64_0.001_1_1_eb9f7c29-e326-4eb8-8b4e-c841f4f9742f/qid_model.ckpt,0.0,{'runtime': 190},191.1604015827179,4,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,rose-sweep-14,2f53uw1q,finished,1686077365.0854297
0.960853707653982,0.9912405888705578,1686077160.13826,15.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_64_0.001_1_1_a32fc863-101c-4858-a4a1-9590e5037af0/qid_model.ckpt,0.0,{'runtime': 206},207.12054300308228,4,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,whole-sweep-13,sxj6jthb,finished,1686077160.13826
0.9558378209048736,0.9878359994075924,1686076894.2010052,102.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_256_1e-05_1_1_19c1c973-1c3d-4977-b1b5-baeb9ff25f3a/qid_model.ckpt,0.0,{'runtime': 5826},5827.088855266571,4,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,hardy-sweep-12,j7trd93c,finished,1686076894.2010052
0.9554499753867268,0.9877974369971662,1686071020.5617812,102.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_256_1e-05_1_1_cfb85c6d-5bba-41dc-b38a-c52d54dcf179/qid_model.ckpt,0.0,{'runtime': 5939},5939.649534225464,4,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,ethereal-sweep-11,4rvt4o9f,finished,1686071020.5617812
0.9609432104658622,0.9910852836614756,1686065067.8974216,23.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_256_0.0001_1_1_56e8931b-5705-41ce-b4b6-31ae15f0adf5/qid_model.ckpt,0.0,{'runtime': 1712},1713.3073065280914,4,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,summer-sweep-10,b8v1d0na,finished,1686065067.8974216
0.9603800886077838,0.9908536385825708,1686063317.6749358,21.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_256_0.0001_1_1_fd77b2f4-31ab-4929-aacb-dbfab5f5fb18/qid_model.ckpt,0.0,{'runtime': 1595},1595.5779309272766,4,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,peachy-sweep-9,h9qhzy0j,finished,1686063317.6749358
0.962953294449334,0.9920838600175554,1686061710.0220015,11.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_256_0.001_1_1_c1f41b53-74f9-4cf5-9173-2d0116f2b235/qid_model.ckpt,0.0,{'runtime': 1072},1073.1901786327362,4,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,dashing-sweep-8,ykgy7gsv,finished,1686061710.0220015
0.9629719408684756,0.9920892159943596,1686060621.9585695,9.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_256_0.001_1_1_22bebde0-85f7-45d0-a66a-d7a5221b01bc/qid_model.ckpt,0.0,{'runtime': 966},966.8491914272308,4,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,denim-sweep-7,vgkpdytn,finished,1686060621.9585695
0.8626392887509883,0.9117417573193916,1686059642.942021,45.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_64_1e-05_1_1_888957fb-92ed-4cf8-8901-002e70f050ce/qid_model.ckpt,0.0,{'runtime': 453},454.40573596954346,4,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,lucky-sweep-6,baznyfik,finished,1686059642.942021
0.8604464698599281,0.917426704789562,1686059160.883136,49.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_64_1e-05_1_1_f5b83ba9-3a42-4302-b25e-4f54c5ff4701/qid_model.ckpt,0.0,{'runtime': 494},495.2640709877014,4,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,tough-sweep-5,ju0u2ucr,finished,1686059160.883136
0.9588212479675404,0.9891712448479512,1686058652.090591,66.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_64_0.0001_1_1_68c9e262-ceb7-470d-a8a8-3d769b8ac7fb/qid_model.ckpt,0.0,{'runtime': 631},632.4994900226593,4,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,scarlet-sweep-4,z6sid2k6,finished,1686058652.090591
0.9574264958157436,0.989503357233438,1686058003.4742258,69.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_64_0.0001_1_1_8f9c3732-8dfe-4eb3-837c-614c2ae90844/qid_model.ckpt,0.0,{'runtime': 643},638.6902346611023,4,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,comic-sweep-3,15orlura,finished,1686058003.4742258
,,,,,,,,4,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,honest-sweep-2,t6vugxc7,crashed,
0.960831331951012,0.9912481973762632,1686056221.960605,15.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_64_0.001_1_1_aac8ee8d-cd0f-4cdb-9f0a-a1ac405cdf42/qid_model.ckpt,0.0,{'runtime': 218},216.5788097381592,4,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,iconic-sweep-1,1v2auyhf,finished,1686056221.960605
