_runtime,validacc,validauc,_timestamp,best_epoch,model_save_path,_step,_wandb,fold,seed,dropout,emb_size,emb_type,save_dir,model_name,dataset_name,learning_rate,name,path_id,state,create_time
498.5710599422455,0.95590543785974,0.9877839880915926,1689597760.880995,107,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_1_0.5_256_1e-05_1_1_f2c38ff4-1c5d-4305-a110-81647166a9e2/qid_model.ckpt,0,{'runtime': 497},1,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,denim-sweep-48,0ni0avw2,finished,1689597760.880995
480.7162706851959,0.9548455046757812,0.9874155259059312,1689597243.9091256,103,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_1_0.5_256_1e-05_1_1_71ead800-b613-43ee-be99-f343647148fb/qid_model.ckpt,0,{'runtime': 480},1,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,dainty-sweep-47,6iihixyg,finished,1689597243.9091256
155.16206574440002,0.9605778648383936,0.9908704830707202,1689596749.2053318,22,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_1_0.5_256_0.0001_1_1_eb2761e3-45b6-4313-ab23-474b01b830fc/qid_model.ckpt,0,{'runtime': 154},1,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,rare-sweep-46,jfhmqn38,finished,1689596749.2053318
195.35222744941711,0.9614197737914748,0.9912646379215004,1689596573.2237434,27,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_1_0.5_256_0.0001_1_1_8724a0ec-57b2-4336-91d4-666b8148efa6/qid_model.ckpt,0,{'runtime': 194},1,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,astral-sweep-45,6omdp5cj,finished,1689596573.2237434
100.0567343235016,0.9627748782418526,0.992033401975982,1689596357.3199704,8,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_1_0.5_256_0.001_1_1_1384262d-23ab-4680-aa57-b3e8512ce0ac/qid_model.ckpt,0,{'runtime': 99},1,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,kind-sweep-44,cj9sfvcm,finished,1689596357.3199704
91.78104972839355,0.9626272926086432,0.991975212575052,1689596241.4650888,7,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_1_0.5_256_0.001_1_1_f54d008e-41ae-472e-903d-96a652992eee/qid_model.ckpt,0,{'runtime': 90},1,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,honest-sweep-43,4ye0m0ws,finished,1689596241.4650888
226.9270825386047,0.8624267103162357,0.9136561746270382,1689596129.3935084,48,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_1_0.5_64_1e-05_1_1_78f58abc-abcf-411b-b4df-421ae2eabbb3/qid_model.ckpt,0,{'runtime': 226},1,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,hopeful-sweep-42,8x3s1iev,finished,1689596129.3935084
245.97923159599304,0.8624434814109186,0.9204694888298852,1689595878.8596916,52,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_1_0.5_64_1e-05_1_1_2f0bc34a-0955-4614-9749-c7d4b52d9aeb/qid_model.ckpt,0,{'runtime': 245},1,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,olive-sweep-41,e3jggwzm,finished,1689595878.8596916
289.2851469516754,0.9578810728133846,0.9884687418242768,1689595613.390001,65,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_1_0.5_64_0.0001_1_1_3b2dedd0-5f27-4a7b-90aa-bc5ea2ccbc48/qid_model.ckpt,0,{'runtime': 288},1,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,fanciful-sweep-40,vxs0ja92,finished,1689595613.390001
314.0916748046875,0.9577234245233656,0.9893062162832668,1689595304.4818847,72,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_1_0.5_64_0.0001_1_1_42e2abc3-763e-48d8-ba1f-8afaf119fb6f/qid_model.ckpt,0,{'runtime': 313},1,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,woven-sweep-39,i60e47gq,finished,1689595304.4818847
97.1553077697754,0.9606617203118082,0.990832616270582,1689594974.5553238,13,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_1_0.5_64_0.001_1_1_2f5f1ddf-9139-45c8-a247-5ed223872689/qid_model.ckpt,0,{'runtime': 96},1,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,dainty-sweep-38,9eb7wvx7,finished,1689594974.5553238
108.95272469520567,0.9604738840513598,0.9910299810940084,1689594858.3604908,15,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_1_0.5_64_0.001_1_1_06a740a5-a8d3-417e-b07f-f9bf0bff7a1f/qid_model.ckpt,0,{'runtime': 108},1,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,skilled-sweep-37,vvl8k87g,finished,1689594858.3604908
545.6836996078491,0.9545905840366012,0.9873031293547472,1689594729.8559525,101,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_1_0.3_256_1e-05_1_1_764c5e09-edcb-4f84-bcb7-73a6ed4110bd/qid_model.ckpt,0,{'runtime': 544},1,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,treasured-sweep-36,rje26ms9,finished,1689594729.8559525
