_runtime,validacc,validauc,_timestamp,best_epoch,model_save_path,_step,_wandb,fold,seed,dropout,emb_size,emb_type,save_dir,model_name,dataset_name,learning_rate,name,path_id,state,create_time
5337.418887853622,0.954683461814735,0.9873219015080072,1686131819.502447,97.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_256_1e-05_1_1_c08672f3-d4b5-4e96-a84c-c6f1adcef18d/qid_model.ckpt,0.0,{'runtime': 5336},3,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,gallant-sweep-48,u9msl2yr,finished,1686131819.502447
5387.106625556946,0.9547871355682432,0.9874536331232594,1686126418.0761256,98.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_256_1e-05_1_1_a0552584-a429-46c6-acc7-9e9ac57694af/qid_model.ckpt,0.0,{'runtime': 5386},3,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,dandy-sweep-47,qbgtucdu,finished,1686126418.0761256
1622.6765003204346,0.9608668606846912,0.991231123214488,1686121002.4955692,23.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_256_0.0001_1_1_c3dc5738-1cdf-47f2-8a41-977487578761/qid_model.ckpt,0.0,{'runtime': 1622},3,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,amber-sweep-46,ei7h6fhj,finished,1686121002.4955692
1525.2558484077454,0.9604928946452508,0.9909014263989,1686119363.6570804,21.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_256_0.0001_1_1_0694ca5b-c078-4d8a-8a71-4f54ea118ce1/qid_model.ckpt,0.0,{'runtime': 1524},3,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,effortless-sweep-45,jhgvu8m9,finished,1686119363.6570804
795.1941146850586,0.9619665429986892,0.9920547712231312,1686117826.3956838,6.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_256_0.001_1_1_174d4c27-5f05-4eac-a05c-b32a35befca1/qid_model.ckpt,0.0,{'runtime': 794},3,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,soft-sweep-44,ox1x0p2x,finished,1686117826.3956838
846.147716999054,0.96238864328083,0.9921478219501226,1686117016.945817,7.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_256_0.001_1_1_dacd665d-1554-4d07-984d-ffa6aa7035ef/qid_model.ckpt,0.0,{'runtime': 845},3,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,fluent-sweep-43,og2cyjb7,finished,1686117016.945817
453.2414724826813,0.863165455905331,0.914693270447664,1686116145.8391194,46.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_64_1e-05_1_1_dc28de38-7caa-4805-9da0-0d2114defeb8/qid_model.ckpt,0.0,{'runtime': 452},3,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,giddy-sweep-42,8pkg8p1m,finished,1686116145.8391194
480.0855994224548,0.8612030598567821,0.9218236404639024,1686115666.7813034,50.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_64_1e-05_1_1_ed0a720a-2b2b-4189-909a-7644328323c5/qid_model.ckpt,0.0,{'runtime': 479},3,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,fanciful-sweep-41,revdhl0h,finished,1686115666.7813034
618.0009965896606,0.958330556357793,0.9891445941961536,1686115160.9774415,68.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_64_0.0001_1_1_7d86cbff-802c-452c-9466-0f7b9bebd69e/qid_model.ckpt,0.0,{'runtime': 617},3,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,dutiful-sweep-40,6f00iu7f,finished,1686115160.9774415
604.7454011440277,0.9577344322751206,0.9891743554612936,1686114523.059241,66.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_64_0.0001_1_1_152f27dd-f480-45b9-b178-85d43ba4fef9/qid_model.ckpt,0.0,{'runtime': 604},3,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,stellar-sweep-39,hhu3k13k,finished,1686114523.059241
185.7628653049469,0.9606447026414592,0.9909571563576872,1686113902.2763252,13.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_64_0.001_1_1_c3aa1960-e973-418d-956b-ab83a5371087/qid_model.ckpt,0.0,{'runtime': 185},3,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,charmed-sweep-38,96otzow3,finished,1686113902.2763252
195.08686017990112,0.9603188708447188,0.9911757270796886,1686113701.124488,14.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_64_0.001_1_1_cd380b80-93ed-42ff-8d65-c6906583ad96/qid_model.ckpt,0.0,{'runtime': 194},3,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,rich-sweep-37,x2c2acdh,finished,1686113701.124488
5844.43093919754,0.9566902894719304,0.988370464564904,1686113447.5174663,106.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.3_256_1e-05_1_1_213f7878-a229-421b-9fad-ce59b1e95999/qid_model.ckpt,0.0,{'runtime': 5843},3,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,volcanic-sweep-36,6yedqy33,finished,1686113447.5174663
5315.4278926849365,0.9546427328401424,0.9873785197734758,1686107543.7418537,96.0,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.3_256_1e-05_1_1_a1abab53-9835-4a30-9286-e20f168ec92a/qid_model.ckpt,0.0,{'runtime': 5314},3,42,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,scarlet-sweep-35,ezqu96mt,finished,1686107543.7418537
