model_save_path,_step,_wandb,_runtime,validacc,validauc,_timestamp,best_epoch,fold,seed,dropout,emb_size,emb_type,save_dir,model_name,dataset_name,learning_rate,name,path_id,state,create_time
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.3_64_0.0001_1_1_155e2b3a-aabe-407d-8e8a-5aaabb58c4b7/qid_model.ckpt,0,{'runtime': 155},156.18991231918335,0.9573668272744902,0.9884675029866732,1689589772.2657585,61,4,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,lively-sweep-28,s97ee2ze,finished,1689589772.2657585
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.3_64_0.0001_1_1_419c7ea8-81eb-48d0-be7a-885b3246c127/qid_model.ckpt,0,{'runtime': 179},179.90424036979675,0.9575831257365336,0.9896438838607192,1689589596.9440925,72,4,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,wise-sweep-27,oxajy689,finished,1689589596.9440925
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.3_64_0.001_1_1_53ab61bf-8c8c-4920-8dfb-dc04b8ee36d5/qid_model.ckpt,0,{'runtime': 54},55.42354702949524,0.9609954204394588,0.9909218743288716,1689589398.220835,13,4,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,revived-sweep-26,isqaq7cx,finished,1689589398.220835
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.3_64_0.001_1_1_b161c32d-d610-485c-9d32-be2b35e97fee/qid_model.ckpt,0,{'runtime': 60},63.487783908843994,0.9607604755582738,0.9911816322199792,1689589325.133464,15,4,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,dainty-sweep-25,8okvkg1b,finished,1689589325.133464
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_256_1e-05_1_1_e261a9e4-a27c-4847-8d27-e996160990c0/qid_model.ckpt,0,{'runtime': 324},325.55319237709045,0.9559758044065216,0.9880055096402768,1689589243.281279,104,4,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,clean-sweep-24,kz84qi17,finished,1689589243.281279
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_256_1e-05_1_1_41d26fb5-e754-49ed-917d-0117c240ce5a/qid_model.ckpt,0,{'runtime': 318},319.6633942127228,0.9554499753867268,0.9877832633412746,1689588899.363464,102,4,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,whole-sweep-23,3rp5669x,finished,1689588899.363464
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_256_0.0001_1_1_da63bd33-006b-4d3a-843c-7bc93efca52f/qid_model.ckpt,0,{'runtime': 99},100.34950709342957,0.9609021883437504,0.9910803376598568,1689588564.276055,23,4,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,vivid-sweep-22,8f0b02ek,finished,1689588564.276055
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_256_0.0001_1_1_6d70900d-afe2-4d44-bfb0-249aaf9dad7e/qid_model.ckpt,0,{'runtime': 94},95.25266218185423,0.9603950057430972,0.9908458399949212,1689588449.7842522,21,4,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,upbeat-sweep-21,dxuh0edi,finished,1689588449.7842522
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_256_0.001_1_1_0a25df14-ffc6-46bc-be48-ce5d2bc2a9a6/qid_model.ckpt,0,{'runtime': 63},64.50016331672668,0.9630278801259006,0.9920711181420332,1689588339.4337823,10,4,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,comic-sweep-20,fyw6mx2i,finished,1689588339.4337823
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_256_0.001_1_1_dcc79851-9031-4c82-ae7b-aeac5a40b1ff/qid_model.ckpt,0,{'runtime': 61},61.6305410861969,0.9629383773140208,0.992093866317389,1689588258.245434,9,4,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,icy-sweep-19,yjxv09yq,finished,1689588258.245434
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_64_1e-05_1_1_c78e8265-b51b-4526-a243-09ddc70aee64/qid_model.ckpt,0,{'runtime': 122},122.7260594367981,0.8628630457806883,0.9117819627034788,1689588181.0947585,45,4,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,comfy-sweep-18,98vwot1v,finished,1689588181.0947585
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_64_1e-05_1_1_f1e5cf12-24e2-46ad-ac5d-b6557d0e71f5/qid_model.ckpt,0,{'runtime': 130},130.99067902565002,0.8602861106553098,0.9175271668282836,1689588043.247228,49,4,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,volcanic-sweep-17,qqnvzrxj,finished,1689588043.247228
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_64_0.0001_1_1_8902a4a9-460d-41af-bf92-a8f9cf863edb/qid_model.ckpt,0,{'runtime': 170},171.33689713478088,0.958996524307472,0.9893224173012368,1689587896.165877,68,4,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,vibrant-sweep-16,lpvvlx80,finished,1689587896.165877
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_64_0.0001_1_1_1f969751-e5d6-40a4-95ac-8ecbc255d58f/qid_model.ckpt,0,{'runtime': 171},172.28943920135498,0.9574041201127736,0.989478333422432,1689587709.001907,69,4,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,fresh-sweep-15,mb65wlsr,finished,1689587709.001907
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.1_64_0.001_1_1_bdac1c89-f8b7-425b-bfca-9be91fd4cd88/qid_model.ckpt,0,{'runtime': 55},56.342101097106934,0.9609432104658622,0.9909397306977126,1689587520.026248,13,4,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,unique-sweep-14,77p7wbd3,finished,1689587520.026248
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.1_64_0.001_1_1_4225d766-e909-4886-a4a8-bbe409d553e6/qid_model.ckpt,0,{'runtime': 61},61.902299642562866,0.9608574369378104,0.9912380111311252,1689587447.2877057,15,4,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,golden-sweep-13,w94b46s9,finished,1689587447.2877057
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_256_1e-05_1_1_d77162aa-10b2-4bad-b35c-ed8e5325e46d/qid_model.ckpt,0,{'runtime': 325},326.5622055530548,0.9559795336903502,0.9880193219289628,1689587368.9910543,104,4,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,glad-sweep-12,6nfeob9p,finished,1689587368.9910543
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_256_1e-05_1_1_a21f1080-9a21-42b9-929a-de438cb7668b/qid_model.ckpt,0,{'runtime': 317},317.7832169532776,0.95546489252204,0.9877983669739744,1689587028.851058,102,4,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,confused-sweep-11,lsd0j855,finished,1689587028.851058
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_256_0.0001_1_1_28ce797c-77bc-4d1f-b2fc-d5902573b2bc/qid_model.ckpt,0,{'runtime': 107},107.91768455505373,0.9612751167265838,0.9912910783542708,1689586693.9304357,26,4,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,balmy-sweep-10,p623i44n,finished,1689586693.9304357
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_256_0.0001_1_1_d9dd10db-3374-4370-b0ec-995cab75ea8b/qid_model.ckpt,0,{'runtime': 94},94.73041462898254,0.9603763593239554,0.9908520183165788,1689586571.5185206,21,4,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,earthy-sweep-9,rs5xudkc,finished,1689586571.5185206
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_256_0.001_1_1_4197e92b-4e48-42db-84cb-9e3ec7404c02/qid_model.ckpt,0,{'runtime': 63},64.4212384223938,0.962964482300819,0.9920812655566588,1689586463.4089024,10,4,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,icy-sweep-8,4wnto0r1,finished,1689586463.4089024
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_256_0.001_1_1_4ab5ba3a-bdae-47af-aac4-721d65a6e5c6/qid_model.ckpt,0,{'runtime': 60},61.20902442932129,0.9629793994361324,0.9920975167447428,1689586381.5599074,9,4,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,stoic-sweep-7,3iiyo7oi,finished,1689586381.5599074
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_64_1e-05_1_1_a11f725c-ca61-489f-8847-9a98bef5d9b4/qid_model.ckpt,0,{'runtime': 124},125.36127042770386,0.86263555946716,0.9117394916607487,1689586305.2725935,45,4,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,silvery-sweep-6,ot4suqhe,finished,1689586305.2725935
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_64_1e-05_1_1_26155b57-9c46-443d-aec6-99c9cc613b5a/qid_model.ckpt,0,{'runtime': 132},132.8988654613495,0.8604278234407864,0.917429653194771,1689586166.5658774,49,4,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,splendid-sweep-5,pgk97syg,finished,1689586166.5658774
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_64_0.0001_1_1_c80b0d5a-37d7-4dcb-a859-db8d9324778d/qid_model.ckpt,0,{'runtime': 164},165.55903887748718,0.958828706535197,0.9891690734520736,1689586017.1112018,66,4,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,efficient-sweep-4,nh347c2o,finished,1689586017.1112018
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_64_0.0001_1_1_5bf289bb-e48d-478d-a877-24b1ee65435e/qid_model.ckpt,0,{'runtime': 171},172.4831507205963,0.9574227665319152,0.9895057351134594,1689585836.3841355,69,4,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,upbeat-sweep-3,o6j6pgsv,finished,1689585836.3841355
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_4_0.05_64_0.001_1_1_5ec41131-766e-4cc3-9a9e-11add01182dd/qid_model.ckpt,0,{'runtime': 55},55.90301585197449,0.9610066082909438,0.990952003973154,1689585650.1044178,13,4,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,rosy-sweep-2,tei54dv9,finished,1689585650.1044178
/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_4_0.05_64_0.001_1_1_da119148-e4a0-43ed-a1f5-1920e907e8e5/qid_model.ckpt,0,{'runtime': 62},60.32138204574585,0.9608760833569522,0.9912508714137704,1689585581.063289,15,4,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,mild-sweep-1,r9cbcxhy,finished,1689585581.063289
