_timestamp,best_epoch,model_save_path,_step,_wandb,_runtime,validacc,validauc,fold,seed,dropout,emb_size,emb_type,save_dir,model_name,dataset_name,learning_rate,name,path_id,state,create_time
1689592865.7236996,107,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_256_1e-05_1_1_c5a4e440-6c3e-4b87-9b8d-fc3d11637112/qid_model.ckpt,0,{'runtime': 337},338.1500895023346,0.9565755078162604,0.988323529176355,3,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,fiery-sweep-48,uwd9nv1f,finished,1689592865.7236996
1689592511.3822024,96,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_256_1e-05_1_1_5376ca36-ea5f-44fc-81ec-1755307d5e70/qid_model.ckpt,0,{'runtime': 312},312.7118673324585,0.9544835195758262,0.9872606583837058,3,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,rural-sweep-47,wjsyxcpk,finished,1689592511.3822024
1689592186.1988358,23,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_256_0.0001_1_1_8f6b9583-3e9d-4381-895c-184ab40c9333/qid_model.ckpt,0,{'runtime': 101},102.30325174331664,0.9608150238079368,0.9912314707519484,3,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,devout-sweep-46,k9gnmf41,finished,1689592186.1988358
1689592068.6233168,21,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_256_0.0001_1_1_85dc0f71-1a44-4ad8-93cd-ac316c9fa7b7/qid_model.ckpt,0,{'runtime': 97},97.89401865005492,0.9605225157176815,0.9909050098884994,3,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,fresh-sweep-45,xc8jcmwc,finished,1689592068.6233168
1689591957.2894497,6,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_256_0.001_1_1_c21971b4-7414-4d51-815b-cc346e0bf8d6/qid_model.ckpt,0,{'runtime': 53},54.35780143737793,0.9619924614370664,0.9920201622649448,3,3407,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,noble-sweep-44,vizykels,finished,1689591957.2894497
1689591888.975917,6,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_256_0.001_1_1_9572cf4b-0dcf-4c04-8de6-c79ad8612376/qid_model.ckpt,0,{'runtime': 53},54.13264203071594,0.962114648360844,0.9920280850779052,3,42,0.5,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,copper-sweep-43,ad5eagxr,finished,1689591888.975917
1689591821.5799935,46,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_64_1e-05_1_1_0fa8957d-e49e-4d64-8ac1-4d5280af2705/qid_model.ckpt,0,{'runtime': 125},126.20457053184508,0.8631025111264153,0.914663489719494,3,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,feasible-sweep-42,ecc4539h,finished,1689591821.5799935
1689591679.8546865,50,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_64_1e-05_1_1_5b2b2161-3822-4b8f-9eed-c5b1b39f520a/qid_model.ckpt,0,{'runtime': 135},136.03927516937256,0.8611771414184051,0.921855764408817,3,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,earnest-sweep-41,n64opi0s,finished,1689591679.8546865
1689591524.9239073,68,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_64_0.0001_1_1_7d5fc0e2-9dc4-4c51-ba41-a9e2511393df/qid_model.ckpt,0,{'runtime': 172},173.40692329406738,0.9583157458215776,0.989151443745374,3,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,still-sweep-40,bov3soby,finished,1689591524.9239073
1689591338.0598948,66,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_64_0.0001_1_1_75c51023-bac7-4c3c-8564-ab235cdf82c4/qid_model.ckpt,0,{'runtime': 168},168.7645468711853,0.9577270270070128,0.9891755251466716,3,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,glamorous-sweep-39,8q4ro1pr,finished,1689591338.0598948
1689591152.4343188,13,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.5_64_0.001_1_1_694dd3b1-bf14-40db-b710-09a2c8d2703e/qid_model.ckpt,0,{'runtime': 56},58.03234672546387,0.9606261894711898,0.990966524757104,3,3407,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,eager-sweep-38,pr62emso,finished,1689591152.4343188
1689591077.3175223,14,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.5_64_0.001_1_1_d5a6a869-715c-4a14-a81c-5d41986df55f/qid_model.ckpt,0,{'runtime': 58},58.97216463088989,0.9603373840149882,0.991169857596984,3,42,0.5,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,celestial-sweep-37,9dkf3eld,finished,1689591077.3175223
1689591005.705992,106,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.3_256_1e-05_1_1_d9d1dd82-4ce8-41dd-bca1-e7e0b36a50e9/qid_model.ckpt,0,{'runtime': 338},338.97058486938477,0.9566754789357148,0.9883687709704948,3,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,rare-sweep-36,l4em8x4g,finished,1689591005.705992
1689590652.402629,96,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.3_256_1e-05_1_1_57d20e31-9a6d-446a-a4b0-723315016b61/qid_model.ckpt,0,{'runtime': 306},307.25218963623047,0.9546390302060886,0.9873795356581828,3,42,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,serene-sweep-35,a18yi1qq,finished,1689590652.402629
1689590326.9718068,21,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.3_256_0.0001_1_1_af085de5-b0cb-4b54-b4ed-8bab495b6ca7/qid_model.ckpt,0,{'runtime': 97},97.73576068878174,0.960733565858752,0.991091492134142,3,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,helpful-sweep-34,oqbjawya,finished,1689590326.9718068
1689590216.9057925,21,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.3_256_0.0001_1_1_246625e1-cb1c-4702-84c4-7ae34a4a8259/qid_model.ckpt,0,{'runtime': 96},96.6732873916626,0.9607446737609135,0.9909848173637482,3,42,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,wise-sweep-33,5srtocsl,finished,1689590216.9057925
1689590108.9963162,7,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.3_256_0.001_1_1_9a4af523-8157-4834-84b6-01ac14268fc1/qid_model.ckpt,0,{'runtime': 55},56.67376327514648,0.9624182643532608,0.992125671584432,3,3407,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,brisk-sweep-32,dvzkz34h,finished,1689590108.9963162
1689590041.534855,7,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.3_256_0.001_1_1_8f77f454-1131-4a76-b47f-124d6dfd48d8/qid_model.ckpt,0,{'runtime': 56},56.87632393836975,0.962496019668392,0.9921987870794232,3,42,0.3,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,proud-sweep-31,lniitwrr,finished,1689590041.534855
1689589971.968935,46,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.3_64_1e-05_1_1_ef952629-4533-49e2-b387-a72206fc9dba/qid_model.ckpt,0,{'runtime': 127},127.88937497138976,0.8616658891135154,0.9142691842293246,3,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,jumping-sweep-30,zk49lyji,finished,1689589971.968935
1689589828.2212234,50,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.3_64_1e-05_1_1_acb148d9-1b0b-4d77-8a77-3cd4078e7fc3/qid_model.ckpt,0,{'runtime': 134},135.3075783252716,0.8607180147957256,0.920775774463193,3,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,skilled-sweep-29,kpse0f07,finished,1689589828.2212234
