_timestamp,best_epoch,model_save_path,_step,_wandb,_runtime,validacc,validauc,fold,seed,dropout,emb_size,emb_type,save_dir,model_name,dataset_name,learning_rate,name,path_id,state,create_time
1689589677.6483128,65,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.3_64_0.0001_1_1_2f33e951-21a1-475e-a233-05ed4d865fb8/qid_model.ckpt,0,{'runtime': 166},167.38473391532898,0.9586971171291256,0.9891275406192166,3,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,ethereal-sweep-28,vyo1scrp,finished,1689589677.6483128
1689589491.1604166,64,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.3_64_0.0001_1_1_198e61af-1852-4e1e-a0af-530e79188c2c/qid_model.ckpt,0,{'runtime': 165},165.8583116531372,0.9577640533475514,0.9891387921930566,3,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,azure-sweep-27,gctehfy9,finished,1689589491.1604166
1689589308.333795,13,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.3_64_0.001_1_1_ec16ab4e-8f31-4c12-a092-5d6476906c66/qid_model.ckpt,0,{'runtime': 56},56.96263813972473,0.9606817289819978,0.9910774383112936,3,3407,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,expert-sweep-26,e9falxxb,finished,1689589308.333795
1689589234.6842957,15,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.3_64_0.001_1_1_4ba71fcf-0999-4343-a8b8-37aaaf59ec4d/qid_model.ckpt,0,{'runtime': 60},61.60624074935913,0.960844644880368,0.9913572762047336,3,42,0.3,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,azure-sweep-25,xreungeq,finished,1689589234.6842957
1689589157.3669088,96,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.1_256_1e-05_1_1_0459d8ac-6af7-408a-8592-3434c3d0696e/qid_model.ckpt,0,{'runtime': 307},308.6094946861267,0.9549093224920208,0.9874530532337368,3,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,celestial-sweep-24,u1ellire,finished,1689589157.3669088
1689588832.997257,96,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.1_256_1e-05_1_1_7aa7586b-b3e7-405f-823d-66a3fbb02e2e/qid_model.ckpt,0,{'runtime': 311},311.9182229042053,0.9549574567347212,0.9874556183134854,3,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,ethereal-sweep-23,r0r258dq,finished,1689588832.997257
1689588503.8802423,21,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.1_256_0.0001_1_1_c41eca3a-4304-4b7f-b67f-2d055b8c4e99/qid_model.ckpt,0,{'runtime': 96},97.1179473400116,0.960844644880368,0.9911327819231056,3,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,honest-sweep-22,tiink331,finished,1689588503.8802423
1689588393.506898,21,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.1_256_0.0001_1_1_94297166-9a34-41a8-a61c-6b84d092eb42/qid_model.ckpt,0,{'runtime': 96},96.88754391670228,0.96078910536956,0.9910270923860598,3,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,driven-sweep-21,2qgz1g2f,finished,1689588393.506898
1689588278.523618,8,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.1_256_0.001_1_1_21969f48-fde2-4918-8125-93ea2222e946/qid_model.ckpt,0,{'runtime': 59},59.9844970703125,0.9627255829797318,0.9922189522160392,3,3407,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,glorious-sweep-20,gz41s0f5,finished,1689588278.523618
1689588202.5801785,7,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.1_256_0.001_1_1_3d14f8d5-fc58-497b-9867-efa7568907c9/qid_model.ckpt,0,{'runtime': 56},57.03748941421509,0.9625774776175772,0.99221433011544,3,42,0.1,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,spring-sweep-19,6uoyp5m1,finished,1689588202.5801785
1689588130.1450243,48,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.1_64_1e-05_1_1_b8b30e9a-8c77-4150-875a-8313ad905740/qid_model.ckpt,0,{'runtime': 131},132.87767028808594,0.8601922407600767,0.9146303621659554,3,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,scarlet-sweep-18,bqnfwpa4,finished,1689588130.1450243
1689587984.345677,49,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.1_64_1e-05_1_1_b012315b-6f21-43e0-b419-76accc2b5676/qid_model.ckpt,0,{'runtime': 132},133.13208770751953,0.86065507001681,0.9196826262271974,3,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,hardy-sweep-17,9x7l56xo,finished,1689587984.345677
1689587835.9075654,64,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.1_64_0.0001_1_1_53895209-f5a0-4c3e-9370-8b895202ce2b/qid_model.ckpt,0,{'runtime': 166},166.9010772705078,0.9588452224912803,0.9891883522935926,3,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,dauntless-sweep-16,87w7eeow,finished,1689587835.9075654
1689587652.958315,63,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.1_64_0.0001_1_1_01517b02-24c8-48b7-a2b0-77d9fcafdad3/qid_model.ckpt,0,{'runtime': 161},162.57487082481384,0.9577825665178208,0.9891420352932948,3,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,hearty-sweep-15,730k79fp,finished,1689587652.958315
1689587476.5423632,14,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.1_64_0.001_1_1_654cb8ae-a95a-4670-8cfa-5694b0a64b52/qid_model.ckpt,0,{'runtime': 59},59.88752818107605,0.9609335080976606,0.9912502392898944,3,3407,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,devoted-sweep-14,wuqixj4j,finished,1689587476.5423632
1689587404.5496154,15,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.1_64_0.001_1_1_1f09582d-6a79-4ad2-8cf8-37f797760ba0/qid_model.ckpt,0,{'runtime': 60},60.92347526550293,0.9609186975614452,0.9913987886336686,3,42,0.1,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,vital-sweep-13,bkf2i6jg,finished,1689587404.5496154
1689587328.1872923,96,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.05_256_1e-05_1_1_a0f80e09-a3a0-4d08-b493-bdea81a8c954/qid_model.ckpt,0,{'runtime': 309},310.4710884094238,0.9549759699049905,0.9874670984322482,3,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,true-sweep-12,6hbyt6fl,finished,1689587328.1872923
1689587006.0959153,96,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.05_256_1e-05_1_1_a84d7e32-9183-4885-9cf6-a959ced9bdb6/qid_model.ckpt,0,{'runtime': 310},311.21742033958435,0.9549944830752596,0.9874695612242558,3,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,amber-sweep-11,vjpt273p,finished,1689587006.0959153
1689586682.5149436,21,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.05_256_0.0001_1_1_cc4a1eaf-6d47-404c-820e-373f5a7ead01/qid_model.ckpt,0,{'runtime': 96},96.6155927181244,0.9608483475144216,0.9911433219503186,3,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,magic-sweep-10,fe3ew0sk,finished,1689586682.5149436
1689586568.697204,21,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.05_256_0.0001_1_1_c3e05f67-0908-466b-98e6-046185159a1f/qid_model.ckpt,0,{'runtime': 96},97.4618468284607,0.9607742948333444,0.9910379071877484,3,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,unique-sweep-9,zrrndy7o,finished,1689586568.697204
1689586453.3208032,8,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.05_256_0.001_1_1_e57a4719-b35b-43d0-bcb6-2848c747dd49/qid_model.ckpt,0,{'runtime': 59},60.333195209503174,0.9627700145883782,0.9922231123707472,3,3407,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,daily-sweep-8,q0bkxzwc,finished,1689586453.3208032
1689586377.2464836,7,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.05_256_0.001_1_1_f116288a-cd55-40c1-b25f-5cd6b0d7a863/qid_model.ckpt,0,{'runtime': 59},60.21869659423828,0.9625922881537926,0.992218912435315,3,42,0.05,256,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,summer-sweep-7,2b41s6oj,finished,1689586377.2464836
1689586292.885931,48,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.05_64_1e-05_1_1_8db1f032-89b7-48f7-a565-db226ec26c7f/qid_model.ckpt,0,{'runtime': 132},135.29479312896729,0.8601255933471071,0.9145656819326882,3,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,dry-sweep-6,ij4nwnsy,finished,1689586292.885931
1689586137.1900988,49,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.05_64_1e-05_1_1_e1f58a2b-8bc3-455b-9299-7a77e5180f2a/qid_model.ckpt,0,{'runtime': 135},135.8717827796936,0.860625448944379,0.919587328005829,3,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,1e-05,treasured-sweep-5,jqn7h1nt,finished,1689586137.1900988
1689585985.9,64,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.05_64_0.0001_1_1_65a80ccc-5adf-419e-a581-e1a2fda01c90/qid_model.ckpt,0,{'runtime': 165},166.56791996955872,0.9589340857085732,0.9892163475898216,3,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,atomic-sweep-4,cdjy68lr,finished,1689585985.9
1689585803.959125,63,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.05_64_0.0001_1_1_ffc877a9-5110-4f26-813f-ab575957ef1a/qid_model.ckpt,0,{'runtime': 161},162.63576698303223,0.9578158902243056,0.9891680299764976,3,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.0001,dandy-sweep-3,97v2xo6c,finished,1689585803.959125
1689585627.878708,14,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_3407_3_0.05_64_0.001_1_1_1c982359-e1d2-4194-b6c1-8b3869889d68/qid_model.ckpt,0,{'runtime': 58},59.29114580154419,0.9609668318041454,0.9912713907864612,3,3407,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,helpful-sweep-2,j925ra3z,finished,1689585627.878708
1689585555.0287588,15,/scratch/work/koutchc1/experiments/pykt/models/dkt/falconcode_2_2_dkt_qid_42_3_0.05_64_0.001_1_1_82dd0452-db72-48a7-861f-d1fb4fdbe8ab/qid_model.ckpt,0,{'runtime': 62},61.17962384223938,0.9609261028295528,0.9914144282078688,3,42,0.05,64,qid,/scratch/work/koutchc1/experiments/pykt/models/dkt,dkt,falconcode_2_2,0.001,morning-sweep-1,ciem2lve,finished,1689585555.0287588
